HMDB0000098,P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063|P15121|Q9UQ10|Q8WWX8|O60218|O75063
HMDB0000099,P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520|P32929|P35520
HMDB0000112,P80404|P49189|P49419|P47895|P05091|P51648|P30837|P50440|P15104|Q05329|Q99259|Q96A70|P18507|Q9UBS5|Q5JPH6|O75899|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472
HMDB0000115,P11413|O00204|Q9UBQ7|Q02928|P22309|Q9UJM8|Q9NYQ3|A6NDG6|Q5TCH4
HMDB0000119,P14920|P19021|Q9UBQ7|Q9BYV1|Q9UJM8|Q9NYQ3|P21549|O15427|Q6YP21|Q86XE5
HMDB0000122,P15121|P22413|P35557|P52790|P52789|P19367|P14410|O95479|P09848|Q14697|P35573|Q9BRR6|O60909|P00709|O43280|P35575|P15291|P22309|P06280|P06744|P16278|P36871|P04062|P10253|P04745
HMDB0000123,P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434|P22557|P13196|O75600|Q9P0Z9|P14920|P22102|Q9BYV1|Q14749|P15144|P50440|Q14032|P41250|P48728|P21549|P48637|P34897|Q9UL12|P34896|P23378|P28838|O60391|Q12879|Q14957|P48067|P23434
HMDB0000125,O14684|P00390|P30041|Q04760|P10768|P19440|Q9UJ14|P48637|Q16873|P28161|Q96SL4|O75715|P09488|Q16775|Q9Y2Q3|O14880|P21266|P08263|O43708|P10620|Q03013|P46439|Q99735|P78417|Q7RTV2
HMDB0000126,P43304|Q14410|P32189|P21695|Q9HCL2|Q14409|Q86UL3|Q32NB8|Q8N335|Q53EU6|Q86T70|Q9NZC3|Q6NUI2|Q6ZS86|Q5FWF5|Q3LIE5|Q9NPB8
HMDB0000131,Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173|Q9NZK7|P15121|Q92523|P50416|P06858|P23786|Q99685|P12429|O43252|P09848|P17050|P14550|Q05469|P06280|P11766|P00325|P40394|P07327|P28332|P00326|P09211|Q14410|P32189|P16278|P37173
HMDB0000133,P21589|Q96P26|Q9BXI3|Q8TCD5|Q9NPB1|Q9H0P0|P49902|P00491
HMDB0000134,Q99643|P31040|O14521|P21912|P09172|P30566|P04424|P16930|P07954|P23368|B1ANK7|Q6P587
HMDB0000139,P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8|P49189|P49419|P47895|P05091|P51648|P30837|Q9UBQ7|Q8IVS8
HMDB0000143,P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90|P15121|P52790|P52789|P19367|P54803|P09848|P06280|P16278|Q01415|P51570|P34059|O43451|Q8TET4|Q5KU26|Q2TB90
HMDB0000148,P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812|P30038|P00390|O94808|Q06210|P80404|P17735|P17174|P00505|P54687|Q06203|Q8N5Z0|Q9BYV1|P04181|Q16773|P48506|P48507|Q8N159|O15382|P07814|P08243|P49915|P49448|P15104|Q9UI32|P17812
HMDB0000149,O14939|Q13393|Q13822|P12429|Q9Y259|P35790|Q9HBU6|P48651|O00519|Q9BVG9|Q8TCT1|Q9NVF9|Q8IV08|Q96BZ4|Q9NZC3|Q6GMR7|Q59EA4
HMDB0000150,O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493|O95336|P11413|O95479|P06737|P11217|P11216|Q15493
HMDB0000156,P48163|P40926|Q16798|P40925|P07954|P23368|B1ANK7
